River ID,River name,Latitude,Longitude,Country,Region,Continent,Ocean Basin,"Monthly discharge (Qm) 
(m3/s)",interannual mean discharge (Qa=ΣQm / 12) (m3/s),enviromental discharge (Qe=Qa*0.3) (m3/s),Extraction Factor (EF),"Design flow  (Qd=Qa*EF) 
(m3/s)","Extractable discharge (Qex_m) (m3/s)
Extractable discharge depends on the monthly discharge (Qm), the environmental discharge (Qe), and the design flow (Qd).","Actual extractable water volume per year (Qreal=ΣQex_m) 
(m3/s)","Capacity factor (CF=Qreal/Qideal) 
(%)"
854,Trairi,-6.1625,-35.1125,Brazil,South America,South America,South Atlantic Ocean,1.2674298,5.548292750000001,1.6644878250000001,96.0,5.32636104,0,27.818972829000003,43.52404424597549
855,Siriji,-7.54166666666667,-34.8375,Brazil,South America,South America,South Atlantic Ocean,1.7617205,4.483873050000001,1.345161915,8.0,0.35870984400000006,0.35870984,4.30451808,99.99999888489259
856,Capibaribe,-8.075,-34.8875,Brazil,South America,South America,South Atlantic Ocean,20.339405,76.05133841666667,22.815401525,100.0,76.05133841666667,0,449.1342453,49.2139317390339
857,Ipojuca,-8.38333333333333,-34.9666666666667,Brazil,South America,South America,South Atlantic Ocean,2.1231196,8.157920175000001,2.4473760525,3.0,0.24473760525000002,0,2.448315369200001,83.36531713557196
858,Japaratuba,-10.7416666666667,-36.8541666666667,Brazil,South America,South America,South Atlantic Ocean,1.5041221,5.401113508333334,1.6203340525000003,6.0,0.3240668105,0,3.2476964221,83.51406553814104
859,Piauitinga,-11.4166666666667,-37.4125,Brazil,South America,South America,South Atlantic Ocean,2.2815518,5.3729760833333335,1.611892825,12.0,0.64475713,0.64475709,7.737085079999999,99.99999379611356
860,Subauma,-12.225,-37.7625,Brazil,South America,South America,South Atlantic Ocean,2.9408514,5.087824633333333,1.5263473899999997,27.0,1.373712651,1.3737127,16.484552400000002,100.00000356697598
861,Iguazu (Iguacu),-26.5780649789714,-48.6731559653372,Brazil,South America,South America,South Atlantic Ocean,429.40964,466.1364583333332,139.84093749999997,42.0,195.77731249999994,195.77731,2349.3277199999998,99.99999872303897
862,Capivari,-25.1125,-48.0166666666667,Brazil,South America,South America,South Atlantic Ocean,66.5261,47.834882333333326,14.350464699999998,44.0,21.047348226666664,21.04735,252.56819999999996,100.00000842544779
863,Pariquera-Acu,-24.9083333333333,-47.825,Brazil,South America,South America,South Atlantic Ocean,3.6924129,2.1750999183333337,0.6525299755000001,13.0,0.2827629893833334,0.282763,3.3931560000000007,100.0000037546168
864,Itapocu,-26.3541666666667,-48.7083333333333,Brazil,South America,South America,South Atlantic Ocean,81.519279,57.02126558333333,17.106379675,36.0,20.52765561,20.527653,246.33183599999995,99.99998728544529
865,Mae Luzia,-28.8955715622612,-49.3097272294264,Brazil,South America,South America,South Atlantic Ocean,37.57476,30.987304833333337,9.29619145,21.0,6.5073340150000005,6.5073338,78.08800559999999,99.99999669603557
866,Praia Grande,-29.3258161903746,-49.7147131909246,Brazil,South America,South America,South Atlantic Ocean,27.196651,18.701638825,5.6104916475,20.0,3.740327765,3.7403278,44.883933600000006,100.00000093574688
867,Maquine,-29.7984649272409,-50.0402669841268,Brazil,South America,South America,South Atlantic Ocean,12.635983,13.642261766666666,4.09267853,35.0,4.7747916183333325,4.7747917,57.29750040000001,100.00000171037135
868,Chasqueiro [Arr],-32.7701221491129,-53.3095611961945,Uruguay,South America,South America,South Atlantic Ocean,1.9586625,2.8061624574999997,0.8418487372499999,13.0,0.364801119475,0.36480114,3.38261075,77.27065902986746
869,"Loukos, Oued",35.2041661264919,-6.14277821295113,Morocco,Northern Africa,Africa,North Atlantic Ocean,44.129208,15.053859934916664,4.516157980474999,100.0,15.053859934916664,15.05386,88.12413079999999,48.782688283377595
870,"Ouerga, Oued",34.8708333333333,-6.2833333333333,Morocco,Northern Africa,Africa,North Atlantic Ocean,207.09064,88.47235050833332,26.541705152499997,100.0,88.47235050833332,88.472351,518.7278860000001,48.85969863461659
871,"Pau, Gave de",43.529060226558,-1.52269664184571,France,Western Europe,Europe,North Atlantic Ocean,186.18544,176.39198316666668,52.91759495,13.0,22.93095781166667,22.930958,275.171496,100.000000821306
872,Leyre,44.6517708121125,-1.01003049460828,France,Western Europe,Europe,North Atlantic Ocean,26.721024,16.95489821666667,5.086469465000001,9.0,1.5259408395000003,1.5259408,18.311289600000006,99.99999741143309
873,"Roia, Fiume",43.7916666666667,7.60416666666669,Italy,Southern Europe,Europe,Mediterranean Region,10.899626,11.7164918,3.51494754,32.0,3.749277376,3.7492774,44.99132879999999,100.00000064012333
874,"Nervion, Rio",43.3255555555556,-3.01944444444442,Spain,Southern Europe,Europe,North Atlantic Ocean,63.043919,28.60649293333333,8.58194788,71.0,20.310609982666666,20.31061,144.50306625000002,59.288825878576425
875,"Tambre, Rio",42.8166666666667,-8.88333333333333,Spain,Southern Europe,Europe,North Atlantic Ocean,77.996742,38.58812925833334,11.576438777500002,64.0,24.69640272533334,24.696404,179.02922830000003,60.41002215690895
876,"Eo, Rio",43.5273175915772,-7.03634117649118,Spain,Southern Europe,Europe,North Atlantic Ocean,35.518581,17.888585541666668,5.3665756625,25.0,4.472146385416667,4.4721465,39.3527812,73.32940719532807
877,"Bidasoa, Rio",43.3541666666667,-1.7833333333333,Spain,Southern Europe,Europe,North Atlantic Ocean,39.646511,25.36626354166667,7.6098790625,31.0,7.863541697916667,7.8635411,71.1797493,75.43224163955924
878,Opper Schelde,51.4153454634207,3.59956732898127,Netherlands,Western Europe,Europe,North Atlantic Ocean,100.26341,63.21217866666668,18.963653600000004,23.0,14.538801093333337,14.538802,174.46562400000002,100.0000062361859
879,Demer,51.2333333333333,4.39999999999998,Belgium,Western Europe,Europe,North Atlantic Ocean,22.602818,15.170093383333333,4.551028015,31.0,4.702728948833333,4.7027292,56.4327504,100.00000534087057
880,"Segura, Rio",38.1111001077071,-0.643420216752051,Spain,Southern Europe,Europe,Mediterranean Region,13.9104,20.751936750000002,6.225581025,32.0,6.640619760000001,6.6406202,79.6874424,100.00000662588755
881,Enningdalselva,58.983389,11.094167,Sweden,Northern Europe,Europe,North Atlantic Ocean,15.391141,10.895837158333334,3.2687511475,10.0,1.0895837158333335,1.0895836,13.075003200000005,99.99998936902861
882,Rolfsan,61.7299995422363,16.9300003051758,Sweden,Northern Europe,Europe,Baltic Sea,15.80789,17.08472808333333,5.1254184249999994,50.0,8.542364041666666,8.5423641,102.5083692,100.00000068287109
883,Gavlean,60.6800003051758,17.1100006103516,Sweden,Northern Europe,Europe,Baltic Sea,18.283123,19.977489833333333,5.99324695,27.0,5.3939222550000006,5.3939228,64.7270736,100.00001010396467
884,Kagealv,64.8347015380859,20.9857006072998,Sweden,Northern Europe,Europe,Baltic Sea,3.5607381,10.373634558333332,3.1120903674999996,50.0,5.186817279166666,0.4486475,44.4409548,71.40048898339069
885,Byskealven,64.9477850604856,21.2204364911065,Sweden,Northern Europe,Europe,Baltic Sea,15.342097,43.2361745,12.97085235,1.0,0.43236174499999996,0.43236175,5.188341,100.00000115643905
886,Morrumsan,56.1583333333333,14.75,Sweden,Northern Europe,Europe,Baltic Sea,37.896534,27.241088833333333,8.172326649999999,23.0,6.265450431666666,6.265451,75.185412,100.00000907090943
887,Nykopingsan,58.8199996948242,16.9300003051758,Sweden,Northern Europe,Europe,Baltic Sea,26.116779,21.85173941666666,6.555521824999998,22.0,4.807382671666665,4.8073826,57.68859119999999,99.99999850923734
888,Ricklean,64.0886993408203,20.9405002593994,Sweden,Northern Europe,Europe,Baltic Sea,11.329457,16.553441358333334,4.9660324075,26.0,4.303894753166667,4.303895,51.64673999999999,100.00000573511541
889,Kavlingean,55.7291666666667,13.0,Sweden,Northern Europe,Europe,Baltic Sea,20.154913,10.954621525,3.2863864575,5.0,0.5477310762500001,0.54773104,6.572772480000001,99.9999933817887
890,Dalalven,60.6404803101356,17.4479354874008,Sweden,Northern Europe,Europe,Baltic Sea,338.18021,353.4022749999999,106.02068249999998,48.0,169.63309199999995,169.63307,2035.5968400000004,99.99998703083244
891,Ljusnan,61.2062667053936,17.1224179202429,Sweden,Northern Europe,Europe,Baltic Sea,173.35239,226.8263258333333,68.04789774999999,43.0,97.53532010833332,97.535324,1170.4238879999998,100.00000399000757
892,Atran,56.8916666666667,12.4958333333333,Sweden,Northern Europe,Europe,Baltic Sea,46.302376,33.94351316666666,10.183053949999998,18.0,6.109832369999999,6.1098323,73.3179876,99.99999885430574
893,Helge A,55.8583333333333,14.2375,Sweden,Northern Europe,Europe,Baltic Sea,56.353146,36.11533575,10.834600725,13.0,4.6949936475000005,4.694994,56.33992800000001,100.00000750799738
894,Motala Strom,58.6208333333333,16.25,Sweden,Northern Europe,Europe,Baltic Sea,107.38113,90.40094416666666,27.120283249999996,38.0,34.35235878333333,34.35236,412.2283199999999,100.00000354172668
895,Nissan,56.6573301941148,12.8504365650471,Sweden,Northern Europe,Europe,Baltic Sea,61.889507,36.641593916666665,10.992478174999999,13.0,4.763407209166666,4.7634072,57.16088640000001,99.99999980756074
896,Indalsalven,62.5047336181243,17.4379409729618,Sweden,Northern Europe,Europe,Baltic Sea,691.54242,631.1461025,189.34383075,44.0,277.7042851,277.70425,3332.450999999999,99.99998736065594
897,Norrstrom,59.2999992370606,18.0699996948242,Sweden,Northern Europe,Europe,Baltic Sea,194.78413,172.14082766666664,51.64224829999999,22.0,37.87098208666666,37.870979,454.4517479999999,99.99999184952041
898,Umealven,63.7510140610988,20.3177496836636,Sweden,Northern Europe,Europe,Baltic Sea,261.61734,442.19083,132.657249,19.0,84.0162577,84.016251,1008.195012,99.99999202535297
899,Ronne A,56.2708333333333,12.8416666666666,Sweden,Northern Europe,Europe,Baltic Sea,19.177139,10.965675925,3.2897027774999996,18.0,1.9738216665,1.9738218,23.6858616,100.00000676352896
900,Skelleftealven,64.6907038028592,21.1907206974402,Sweden,Northern Europe,Europe,Baltic Sea,165.23213,159.92382416666666,47.977147249999994,52.0,83.16038856666667,83.1604,997.9247999999999,100.00001374853282
901,Pitealven,65.2294874718577,21.5206002343531,Sweden,Northern Europe,Europe,Baltic Sea,59.760849,160.08965491666666,48.026896474999994,1.0,1.6008965491666667,1.6008965,19.210758,99.99999692880425
902,Orealven,63.7016983032227,19.6037006378174,Sweden,Northern Europe,Europe,Baltic Sea,12.224222,34.13298216666666,10.239894649999997,5.0,1.706649108333333,1.7066492,18.02926437,88.03442313735134
903,Ranealven,65.8272069918565,22.3589224930267,Sweden,Northern Europe,Europe,Baltic Sea,13.202718,40.86532342499999,12.259597027499998,13.0,5.312492045249999,0.94312096,46.05321606,72.24044708794287
904,Kalixalven,65.8273631152135,23.1903681725145,Sweden,Northern Europe,Europe,Baltic Sea,82.984016,290.7395482499999,87.22186447499998,100.0,290.7395482499999,0,1691.308378,48.47719055824506
905,"Thyamis, Potamos",39.5375,20.1666666666667,Greece,Southern Europe,Europe,Mediterranean Region,92.840004,51.39000024999999,15.417000074999997,2.0,1.0278000049999998,1.0278,12.333599999999997,99.99999951352402
906,Musa,56.525,20.9958333333333,Latvia,Eastern Europe,Europe,Baltic Sea,34.385288,25.295979816666662,7.588793944999998,5.0,1.2647989908333332,1.264799,12.723576319,83.83134666202879
907,Nordhura,64.7107162475586,-21.6033706665039,Iceland,Northern Europe,Europe,North Atlantic Ocean,17.728279,22.723963083333334,6.817188925,29.0,6.589949294166667,6.5899491,79.0793892,99.9999970535939
908,Hvita,64.6922912597656,-21.4104595184326,Iceland,Northern Europe,Europe,North Atlantic Ocean,84.341743,84.76810766666668,25.430432300000003,64.0,54.251588906666676,54.251591,651.019092,100.00000385856593
909,Eystri-Ranga,63.7972297668457,-20.1128406524658,Iceland,Northern Europe,Europe,North Atlantic Ocean,19.872713,20.596798583333335,6.179039575,60.0,12.35807915,12.35808,148.29695999999998,100.00000687809157
910,Ytri-Ranga,63.8632392883301,-20.3406505584717,Iceland,Northern Europe,Europe,North Atlantic Ocean,46.419312,44.6873125,13.406193749999998,64.0,28.59988,28.599882,343.198584,100.00000699303632
911,Vestri-Jokulsa,65.7401497568126,-19.5583266430396,Iceland,Northern Europe,Europe,Arctic Ocean,12.866468,22.355941416666667,6.706782425,27.0,6.036104182500001,6.0361042,72.43325039999998,100.00000028992207
912,Blanda,65.6611648197319,-20.3000797784362,Iceland,Northern Europe,Europe,Arctic Ocean,41.286598,54.48587816666666,16.345763449999996,43.0,23.428927611666662,23.428928,281.14713599999993,100.00000165749512
913,Hvala,66.0697631835938,-21.7529792785645,Iceland,Northern Europe,Europe,Arctic Ocean,3.6669521,14.703590008333336,4.411077002500001,74.0,10.880656606166669,0,66.48522109000001,50.92004362763607
914,Fnjoska,65.8948527375664,-18.0943105528036,Iceland,Northern Europe,Europe,Arctic Ocean,24.797483,38.92310666666667,11.676932,28.0,10.898469866666668,10.89847,130.78164,100.00000122341332
915,Markarfljot,63.7804794311523,-19.4171009063721,Iceland,Northern Europe,Europe,North Atlantic Ocean,28.65806,44.55490366666667,13.3664711,28.0,12.475373026666668,12.475373,149.704476,99.99999978624552
916,Sanda,66.1980895996094,-15.5965204238892,Iceland,Northern Europe,Europe,Arctic Ocean,9.2953701,13.594198108333332,4.0782594324999994,34.0,4.622027356833334,4.6220269,55.46432280000001,99.99999011616987
917,Djupa,63.9509010314941,-17.6360893249512,Iceland,Northern Europe,Europe,North Atlantic Ocean,13.43042,27.6250505,8.287515149999999,13.0,3.591256565,3.5912561,43.0950732,99.99998705188582
918,Skjalfandafljot,65.9873727824013,-17.632673524425,Iceland,Northern Europe,Europe,Arctic Ocean,49.1744,68.50871908333333,20.552615725,39.0,26.718400442500002,26.718405,320.62086,100.0000170575331
919,Rega,54.1458333333333,15.2833333333333,Poland,Eastern Europe,Europe,Baltic Sea,25.366442,19.963530333333328,5.989059099999998,37.0,7.386506223333331,7.3865061,88.63807320000001,99.99999833028868
920,Slupia,54.5916666666667,16.8583333333334,Poland,Eastern Europe,Europe,Baltic Sea,17.562344,15.576580166666668,4.6729740500000005,51.0,7.944055885000001,7.944056,95.32867200000003,100.00000144762326
921,Drweca,54.2208333333333,19.3708333333333,Poland,Eastern Europe,Europe,Baltic Sea,25.458797,21.556799249999997,6.467039774999999,40.0,8.6227197,8.6227207,103.47264840000001,100.00001159726904
922,Bonet River,54.2875,-8.49166666666667,Ireland,Northern Europe,Europe,North Atlantic Ocean,17.185841,11.206523941666667,3.3619571825,14.0,1.5689133518333336,1.5689135,18.826962000000005,100.00000944390375
923,"Feale, River",52.4875,-9.68333333333339,Ireland,Northern Europe,Europe,North Atlantic Ocean,38.150635,20.800089008333334,6.2400267025,4.0,0.8320035603333333,0.83200353,9.984042359999998,99.99999635418226
924,Bandon River,51.7041666666667,-8.51250000000005,Ireland,Northern Europe,Europe,North Atlantic Ocean,27.397354,14.81230271666667,4.443690815000001,14.0,2.073722380333334,2.0737226,22.2387223,89.36716292927514
925,"Suir, River",52.2666666666667,-7.02499999999998,Ireland,Northern Europe,Europe,North Atlantic Ocean,84.66375,48.80904433333333,14.642713299999999,14.0,6.833266206666667,6.8332658,81.99918960000002,99.99999404872206
926,"Slaney, River",52.3529487219444,-6.50195580307057,Ireland,Northern Europe,Europe,North Atlantic Ocean,51.833721,27.91083361666666,8.373250084999999,4.0,1.1164333446666665,1.1164334,13.3972008,100.00000495625947
927,"Nore, River",52.284250803242,-7.00561394189727,Ireland,Northern Europe,Europe,North Atlantic Ocean,148.71193,78.00453033333334,23.4013591,8.0,6.240362426666667,6.2403626,74.88435119999998,100.00000277761643
928,Minija,55.3458333333333,21.2541666666667,Lithuania,Eastern Europe,Europe,Baltic Sea,48.302002,26.134542,7.8403626,13.0,3.39749046,3.3974907,37.154543999999994,91.13232359157233
929,Nemunas,55.2459248552634,21.2745484700575,Russia,European Russia,Europe,Baltic Sea,456.40646,533.8659566666666,160.159787,37.0,197.53040396666665,197.53041,2370.36492,100.00000305438212
930,Mourne River,55.0458333333333,-7.26250000000005,United Kingdom,Northern Europe,Europe,North Atlantic Ocean,102.79932,59.243042916666674,17.772912875000003,9.0,5.3318738625,5.3318739,63.98248679999998,100.00000070331743
931,"Bann, River",55.17,-6.77249999999998,United Kingdom,Northern Europe,Europe,North Atlantic Ocean,175.59871,92.11200366666667,27.6336011,1.0,0.9211200366666666,0.92111999,11.053439879999999,99.9999949337041
932,"Ewe, River",57.7614402770996,-5.59907674789429,United Kingdom,Northern Europe,Europe,North Atlantic Ocean,44.494041,29.755289916666666,8.926586975,15.0,4.4632934875,4.4632936,53.5595232,100.00000252056023
933,"Carron, River",57.4295349121094,-5.42999935150147,United Kingdom,Northern Europe,Europe,North Atlantic Ocean,16.155462,10.755854675,3.2267564025,14.0,1.5058196545000002,1.5058197,18.0698364,100.00000302161015
934,"Shiel, River",56.7645454406738,-5.82089233398438,United Kingdom,Northern Europe,Europe,North Atlantic Ocean,30.805252,21.27274675,6.381824024999999,19.0,4.0418218825,4.041822,48.50186399999998,100.00000290710483
935,"Orchy, River",56.4583333333333,-5.39166666666665,United Kingdom,Northern Europe,Europe,North Atlantic Ocean,37.610474,22.67540319166667,6.802620957500001,8.0,1.8140322553333337,1.8140321,21.768385199999997,99.99999143712394
936,"Clyde, River",55.9507267925134,-4.69376675549397,United Kingdom,Northern Europe,Europe,North Atlantic Ocean,147.68272,89.64377283333333,26.89313185,13.0,11.653690468333334,11.653691,139.844292,100.00000456221716
937,"Cree, River",54.9083333333333,-4.39999999999998,United Kingdom,Northern Europe,Europe,North Atlantic Ocean,24.488626,15.980004666666666,4.7940014,13.0,2.0774006066666666,2.0774004,24.92880480000001,99.99999005167008
938,"Nith, River",55.0,-3.57500000000005,United Kingdom,Northern Europe,Europe,North Atlantic Ocean,31.025076,17.459809091666667,5.2379427275,3.0,0.52379427275,0.52379429,6.285531479999999,100.00000329327767
939,"Ribble, River",53.7291790812427,-2.91835059302156,United Kingdom,Northern Europe,Europe,North Atlantic Ocean,54.135471,34.193469416666666,10.258040825,14.0,4.7870857183333335,4.7870851,57.44502119999999,99.9999870833035
940,"Irwell, River",53.3639680419351,-2.9714111234901,United Kingdom,Northern Europe,Europe,North Atlantic Ocean,47.646618,31.54984275,9.464952825,29.0,9.1494543975,9.1494541,109.7934492,99.99999674844
941,Liddel Water,54.9875,-3.05416666666667,United Kingdom,Northern Europe,Europe,North Atlantic Ocean,17.918652,10.796376675,3.2389130025,13.0,1.40352896775,1.4035289,16.842346799999998,99.99999517288194
942,"Eden, River",54.9423989552504,-3.08101704218142,United Kingdom,Northern Europe,Europe,North Atlantic Ocean,92.979485,54.11591258333333,16.234773775,13.0,7.035068635833333,7.035068,84.420816,99.99999096194556
943,"Derwent, River",54.6541666666667,-3.56666666666661,United Kingdom,Northern Europe,Europe,North Atlantic Ocean,42.018143,26.672561416666667,8.001768425,9.0,2.4005305275,2.4005303,28.806363599999997,99.99999052292826
944,"Annan, River",54.9666666666667,-3.26666666666665,United Kingdom,Northern Europe,Europe,North Atlantic Ocean,51.470745,31.039288999999997,9.311786699999999,11.0,3.41432179,3.4143219,40.9718628,100.00000322172326
945,"Tees, River",54.6250527433173,-1.15775979923357,United Kingdom,Northern Europe,Europe,North Atlantic Ocean,31.770666,18.326620541666667,5.4979861625,12.0,2.199194465,2.1991944,26.3903328,99.99999704437232
946,"Wear, River",54.925,-1.36249999999995,United Kingdom,Northern Europe,Europe,North Atlantic Ocean,19.987,11.224571458333335,3.3673714375000006,9.0,1.0102114312500001,1.0102115,12.122538000000004,100.00000680550608
947,"Teith, River",56.1041666666667,-3.80833333333339,United Kingdom,Northern Europe,Europe,North Atlantic Ocean,42.766205,24.71817383333334,7.415452150000001,12.0,2.9661808600000006,2.966181,35.59417199999999,100.000004719874
948,"North Esk, River",56.7541666666667,-2.42499999999995,United Kingdom,Northern Europe,Europe,North Atlantic Ocean,29.091003,19.49263590833333,5.847790772499999,15.0,2.9238953862499995,2.9238954,35.0867448,100.00000047026307
949,"Don, River",57.1762804246082,-2.07949298956129,United Kingdom,Northern Europe,Europe,North Atlantic Ocean,30.490765,21.075631333333334,6.3226894,26.0,5.479664146666667,5.4796643,65.75597159999998,100.00000279822498
950,"Deveron, River",57.6666666666667,-2.51250000000005,United Kingdom,Northern Europe,Europe,North Atlantic Ocean,24.540136,16.85521615,5.056564845,23.0,3.8766997145000004,3.8766999,46.52039879999999,100.00000478499787
951,"Findhorn, River",57.6416666666667,-3.63750000000005,United Kingdom,Northern Europe,Europe,North Atlantic Ocean,27.454426,19.66065175,5.898195524999999,23.0,4.5219499025,4.5219498,54.26339760000001,99.99999773327876
952,"Conon, River",57.5875,-4.41250000000002,United Kingdom,Northern Europe,Europe,North Atlantic Ocean,75.428535,50.282469583333324,15.084740874999996,14.0,7.039545741666666,7.0395455,84.47454600000002,99.99999656701335
953,"Oykel, River",57.8875,-4.35416666666674,United Kingdom,Northern Europe,Europe,North Atlantic Ocean,25.682001,16.312911725000003,4.8938735175,9.0,1.46816205525,1.4681621,17.617945200000005,100.00000304802865
954,"Dart, River",50.3458333333333,-3.5625,United Kingdom,Northern Europe,Europe,North Atlantic Ocean,20.61013,11.310182908333331,3.393054872499999,8.0,0.9048146326666665,0.90481466,10.857775919999996,100.00000302087658
955,"Torridge, River",51.0333333333333,-4.20000000000005,United Kingdom,Northern Europe,Europe,North Atlantic Ocean,30.635439,15.694749883333335,4.708424965000001,1.0,0.15694749883333337,0.15694751,1.8833701199999997,100.00000711490576
956,"Stour, River",50.7208333333333,-1.74166666666667,United Kingdom,Northern Europe,Europe,North Atlantic Ocean,28.276424,13.700709016666666,4.1102127049999995,4.0,0.5480283606666666,0.54802835,5.5577514180000005,84.5113108629253
957,"Test, River",50.9041666666667,-1.44166666666661,United Kingdom,Northern Europe,Europe,North Atlantic Ocean,14.934145,11.134332375,3.3402997125,34.0,3.7856730075000002,3.7856727,45.4280724,99.9999918772699
958,"Dovey, River",52.5625,-3.95000000000005,United Kingdom,Northern Europe,Europe,North Atlantic Ocean,37.255257,23.192797258333332,6.9578391774999995,12.0,2.7831356709999997,2.7831357,33.397628399999995,100.00000104199016
959,"Erzenit, Lumi I",41.7666666666667,19.6125,Albania,Southern Europe,Europe,Mediterranean Region,20.222221,13.444444391666664,4.0333333174999995,91.0,12.234444396416665,12.234444,87.75110869999999,59.77053109014451
960,"Shkumbinit, Lumi I",41.2083333333333,19.4958333333333,Albania,Southern Europe,Europe,Mediterranean Region,142.55556,92.68518758333333,27.805556274999997,100.0,92.68518758333333,92.685181,673.138876,60.52197529718366
961,Kocasu,40.3958333333333,28.5125,Turkey,Western Asia,Asia,Mediterranean Region,286.28613,140.80771758333333,42.242315274999996,100.0,140.80771758333333,140.80772,858.1843650000001,50.789377867499006
962,Gediz Nehri,38.6,26.8083333333333,Turkey,Western Asia,Asia,Mediterranean Region,99.734779,51.835762166666655,15.550728649999996,16.0,8.293721946666665,8.2937222,99.52466640000002,100.00000305451928
963,Pivdennyy Buh,46.6754216160638,31.9300319874064,Ukraine,Eastern Europe,Europe,Mediterranean Region,99.604797,120.92031416666664,36.27609424999999,27.0,32.648484825,32.648483,391.781796,99.99999441015407
964,Chorokhi,41.6041666256764,41.5749999054846,Georgia,Western Asia,Asia,Mediterranean Region,89.889282,197.72838125000007,59.31851437500002,7.0,13.840986687500006,13.840987,166.09184400000004,100.000002257787
965,Yesilirmak,41.3784776979607,36.6610032320121,Turkey,Western Asia,Asia,Mediterranean Region,184.08475,185.42792358333335,55.628377075,10.0,18.542792358333337,18.542793,222.51351599999995,100.00000346046403
966,Iyidere,41.0041666666667,39.7541666666667,Turkey,Western Asia,Asia,Mediterranean Region,11.964399,26.19241633333333,7.857724899999999,15.0,3.9288624499999996,3.9288623,47.14634759999999,99.999996182101
967,Kopru Cayi,36.8333333333333,31.1791666666667,Turkey,Western Asia,Asia,Mediterranean Region,171.5385,89.07636583333333,26.722909749999996,11.0,9.798400241666666,9.7983999,117.58079879999997,99.99999651303621
968,Goksun Nehri,36.3,34.05,Turkey,Western Asia,Asia,Mediterranean Region,225.51256,146.31386466666666,43.8941594,33.0,48.28357534,48.283577,412.5804069999999,71.20785969395722
969,Ceyhan Nehri,36.5693208346459,35.5588218975734,Turkey,Western Asia,Asia,Mediterranean Region,266.61987,214.80482383333336,64.44144715,17.0,36.51682005166667,36.516819,319.1855313,72.83984267350246
970,Neidenelva,69.70075,29.472278,Norway,Northern Europe,Europe,Arctic Ocean,8.1974316,31.10684896666666,9.332054689999998,67.0,20.841588807666664,0,135.8388684,54.314024734217604
971,Rauma,62.4740791320801,7.78194999694824,Norway,Northern Europe,Europe,Arctic Ocean,9.3128567,51.564672916666666,15.469401874999999,95.0,48.98643927083333,0,246.9415115,42.008481526680676
972,Stjordalselva,63.4900016784668,11.3199996948242,Norway,Northern Europe,Europe,Arctic Ocean,8.2819052,21.191340925,6.357402277499999,9.0,1.9072206832499998,1.9072207,22.886648400000002,100.00000087824132
973,Nordelva,63.7900009155273,10.2299995422363,Norway,Northern Europe,Europe,Arctic Ocean,9.4803782,12.429377766666667,3.72881333,17.0,2.1129942203333334,2.1129942,25.355930399999995,99.99999903770045
974,Driva,62.648738861084,8.69408988952637,Norway,Northern Europe,Europe,Arctic Ocean,23.629824,78.85844016666667,23.65753205,39.0,30.754791665000003,0,202.96228959999996,54.99476087357631
975,Nausta,61.25,5.3899998664856,Norway,Northern Europe,Europe,Arctic Ocean,18.311554,19.292310250000003,5.787693075000001,26.0,5.016000665000001,5.0160007,60.1920084,100.00000069776702
976,Guddalselva,61.2528991699219,5.38535022735596,Norway,Northern Europe,Europe,Arctic Ocean,18.311554,19.292310250000003,5.787693075000001,26.0,5.016000665000001,5.0160007,60.1920084,100.00000069776702
977,Loelva,61.5099983215332,6.53000020980835,Norway,Northern Europe,Europe,Arctic Ocean,3.4287283,15.968234091666671,4.790470227500001,55.0,8.78252875041667,0,51.89372880000001,49.23954732052354
978,Eidselva,61.9199981689453,6.09000015258789,Norway,Northern Europe,Europe,Arctic Ocean,26.313374,53.528782416666665,16.058634724999997,7.0,3.747014769166667,3.7470148,44.964177600000006,100.00000082287728
979,Orkla,63.2900009155273,9.72999954223633,Norway,Northern Europe,Europe,Arctic Ocean,2.19839,13.709532658333332,4.1128597975,55.0,7.540242962083333,0,45.6805622,50.485289874729574
980,Nea,63.3848991394043,10.390230178833,Norway,Northern Europe,Europe,Arctic Ocean,79.663765,185.2379555,55.57138665,11.0,20.376175105,20.376175,244.51409999999996,99.99999948469227
981,Agardselva,64.25,11.0799999237061,Norway,Northern Europe,Europe,Arctic Ocean,9.7959404,12.298417825,3.6895253474999996,12.0,1.4758101389999998,1.4758103,17.709723599999997,100.00001090926236
982,Namsen,64.4627606352029,11.5238932356628,Norway,Northern Europe,Europe,Arctic Ocean,180.84547,245.20782999999997,73.56234899999998,35.0,85.82274049999998,85.822746,1029.8729520000002,100.00000640855792
983,Laerdalselvi,61.060001373291,7.82000017166138,Norway,Northern Europe,Europe,Arctic Ocean,2.5952234,14.30330455,4.290991365,61.0,8.7250157755,0,51.7404609,49.4177338579415
984,Raeimsdalselva,61.3656883239746,6.23158979415894,Norway,Northern Europe,Europe,Arctic Ocean,6.1974168,18.962749608333336,5.6888248825000005,16.0,3.034039937333334,0.50859213,27.814952130000005,76.39690727134104
985,Flamselvi,60.8370132446289,7.12167310714722,Norway,Northern Europe,Europe,Arctic Ocean,2.9034772,15.872167016666667,4.761650105,99.0,15.7134453465,0,90.6734157,48.086958705609675
986,Fusta,65.8482817822526,13.1817545880585,Norway,Northern Europe,Europe,Arctic Ocean,18.929142,49.94321775,14.982965325,3.0,1.4982965325,1.4982965,17.979558,99.99999783086997
