River ID,River name,Latitude,Longitude,Country,Region,Continent,Ocean Basin,"Monthly discharge (Qm) 
(m3/s)",interannual mean discharge (Qa=ΣQm / 12) (m3/s),enviromental discharge (Qe=Qa*0.3) (m3/s),Extraction Factor (EF),"Design flow  (Qd=Qa*EF) 
(m3/s)","Extractable discharge (Qex_m) (m3/s)
Extractable discharge depends on the monthly discharge (Qm), the environmental discharge (Qe), and the design flow (Qd).","Actual extractable water volume per year (Qreal=ΣQex_m) 
(m3/s)","Capacity factor (CF=Qreal/Qideal) 
(%)"
987,Inna,63.7641983032227,11.7650699615479,Norway,Northern Europe,Europe,Arctic Ocean,26.769604,54.98300708333334,16.494902125000003,13.0,7.147790920833335,7.1477904,85.7734848,99.99999271336641
988,Laksa,67.4506912231445,15.7621603012085,Norway,Northern Europe,Europe,Arctic Ocean,4.8737063,12.890312425,3.8670937274999995,6.0,0.7734187454999999,0.77341878,7.9981624700000005,86.1775775470478
989,Kvaenangselva,69.7333526611328,22.1410999298096,Norway,Northern Europe,Europe,Arctic Ocean,1.5726427,12.299203068333334,3.6897609205,92.0,11.315266822866668,0,71.66261200000001,52.77722944424907
990,Moelva,64.7053833007813,11.4543600082397,Norway,Northern Europe,Europe,Arctic Ocean,19.432392,25.16645875,7.549937625,39.0,9.8149189125,9.8149204,117.77904480000002,100.00001515549965
991,Malselva,69.0349273681641,18.6583404541016,Norway,Northern Europe,Europe,Arctic Ocean,24.66474,85.68971033333332,25.706913099999998,87.0,74.55004799,0,418.3252066999999,46.76111529310185
992,Altaelva,69.826301574707,23.5168151855469,Norway,Northern Europe,Europe,Arctic Ocean,44.996338,145.08680075,43.526040225,52.0,75.44513639,1.470295,493.0435108,54.45938757528614
993,Elvegardselva,68.194091796875,17.5545291900635,Norway,Northern Europe,Europe,Arctic Ocean,2.6677132,19.1070218,5.732106539999999,75.0,14.330266349999999,0,72.6011562,42.21900837174601
994,Kokemaenjoki,61.575173179524,21.6193966358861,Finland,Northern Europe,Europe,Baltic Sea,224.77502,218.7655941666667,65.62967825,41.0,89.69389360833334,89.693901,1076.326812,100.00000824099206
995,Vantaanjoki,60.215245327642,24.9819140960261,Finland,Northern Europe,Europe,Baltic Sea,11.339172,16.0736889,4.82210667,10.0,1.60736889,1.6073691,19.2884292,100.00001306482919
996,Karvianjoki,61.6734008789063,21.7427005767822,Finland,Northern Europe,Europe,Baltic Sea,26.663618,34.29784425,10.289353274999998,8.0,2.74382754,2.7438278,32.92593359999999,100.0000094758142
997,Lapuanjoki,63.361499786377,22.6984996795654,Finland,Northern Europe,Europe,Baltic Sea,18.630232,32.368783666666666,9.7106351,12.0,3.8842540399999996,3.8842537,46.611044400000004,99.99999124671055
998,Kymijoki,60.4897803330939,26.4535579127763,Finland,Northern Europe,Europe,Baltic Sea,281.65317,282.69173416666666,84.80752025,55.0,155.4804537916667,155.48045,1865.7654,99.9999975613226
999,Ahtavanjoki,63.6233901977539,22.8815155029297,Finland,Northern Europe,Europe,Baltic Sea,16.120821,15.075118841666665,4.522535652499999,33.0,4.97478921775,4.9747891,59.69746920000001,99.99999763306558
1000,Lestijoki,63.986198425293,23.760799407959,Finland,Northern Europe,Europe,Baltic Sea,6.6887631,12.278120508333332,3.6834361524999997,10.0,1.2278120508333332,1.2278122,14.733746400000003,100.00001214898215
1001,Pyhajoki,64.361198425293,24.3994522094727,Finland,Northern Europe,Europe,Baltic Sea,17.664425,31.362011499999998,9.40860345,17.0,5.331541955,5.331542,63.978503999999994,100.0000008440335
1002,Porvoonjoki,60.472541809082,25.6063766479492,Finland,Northern Europe,Europe,Baltic Sea,7.3781109,11.233200416666667,3.369960125,11.0,1.2356520458333333,1.235652,14.827824,99.9999962907573
1003,Oulujoki,65.0232706005698,25.4512451951408,Finland,Northern Europe,Europe,Baltic Sea,315.79993,261.17995249999996,78.35398574999998,41.0,107.08378052499998,107.08377,1285.0052399999997,99.99999017124725
1004,Karjaanjoki,60.1498985290527,23.8337001800537,Finland,Northern Europe,Europe,Baltic Sea,20.132351,16.658213833333335,4.99746415,41.0,6.829867671666666,6.8298674,81.95840879999999,99.9999960223729
1005,Iijoki,65.3675,25.260833,Finland,Northern Europe,Europe,Baltic Sea,93.767937,172.13997675,51.641993025,10.0,17.213997674999998,17.213997,206.56796400000005,99.9999960787726
1006,Kuivajoki,65.6189270019531,25.2909698486328,Finland,Northern Europe,Europe,Baltic Sea,4.8669052,16.678077024999997,5.003423107499999,37.0,6.170888499249998,0,50.16640520000001,67.74605905089297
1007,Simojoki,65.665397644043,25.0893993377686,Finland,Northern Europe,Europe,Baltic Sea,14.51451,40.48205780000001,12.144617340000002,37.0,14.978361386000003,2.3698921,135.6540361,75.4722276823915
1008,Kalajoki,64.2000961303711,24.1189136505127,Finland,Northern Europe,Europe,Baltic Sea,10.867505,27.160563808333336,8.1481691425,23.0,6.246929675916667,2.7193365,57.521690599999985,76.73328283407123
1009,Lappvaartinjoki,62.2384986877441,21.5820007324219,Finland,Northern Europe,Europe,Baltic Sea,9.5761318,12.811280341666667,3.8433841025,11.0,1.4092408375833334,1.4092408,16.910889599999997,99.99999733307942
1010,Struma River,40.7875,23.8625,Greece,Southern Europe,Europe,Mediterranean Region,61.698895,70.03450991666668,21.010352975000004,9.0,6.3031058925000005,6.3031063,75.63727559999998,100.00000646506666
1011,Bzipi,43.1875,40.2833333333333,Georgia,Western Asia,Asia,Mediterranean Region,47.967701,104.28856850000001,31.28657055,14.0,14.600399590000002,14.6004,175.20480000000006,100.00000280814234
1012,Khobi,42.2708333333333,41.6416666666667,Georgia,Western Asia,Asia,Mediterranean Region,9.6550007,19.80185014166667,5.940555042500001,18.0,3.5643330255000003,3.5643332,42.7719984,100.00000489572658
1013,Rioni,42.1989986341606,41.6535390186216,Georgia,Western Asia,Asia,Mediterranean Region,302.39999,408.50416333333334,122.551249,28.0,114.38116573333335,114.38116,1372.5739199999998,99.99999498751973
1014,Supsa,42.025,41.7541666666667,Georgia,Western Asia,Asia,Mediterranean Region,53.435394,57.76460716666667,17.32938215,51.0,29.459949655000003,29.459949,353.519388,99.99999777664249
1015,Natanebi,41.9125,41.7708333333333,Georgia,Western Asia,Asia,Mediterranean Region,22.892445,25.517370583333328,7.655211174999998,54.0,13.779380114999999,13.77938,165.35256,99.99999916541965
1016,Stora,56.375,8.12083333333334,Denmark,Northern Europe,Europe,North Atlantic Ocean,24.264383,16.91378566666667,5.0741357,32.0,5.412411413333334,5.4124117,64.9489404,100.00000529646852
1017,Grona,54.9625,8.66250000000002,Denmark,Northern Europe,Europe,North Atlantic Ocean,18.663637,11.518181816666667,3.455454545,9.0,1.0366363635,1.0366364,12.439636799999995,100.0000035210032
1018,Neva,59.9159235388694,30.2565577471535,Russia,European Russia,Europe,Baltic Sea,1702.2938,2498.6979583333336,749.6093875,38.0,949.5052241666668,949.50525,11394.063,100.0000027207152
1019,Soyana,65.7666702270508,43.3333320617676,Russia,European Russia,Europe,Arctic Ocean,31.113634,51.56035283333333,15.468105849999999,24.0,12.37448468,12.374485,148.49381999999997,100.00000258596626
1020,Kovda,66.691694,32.853278,Russia,European Russia,Europe,Arctic Ocean,240.54497,273.2334358333333,81.97003074999999,54.0,147.54605535,147.54605,1770.5525999999998,99.99999637401352
1021,Ura,69.2897186279297,32.8008346557617,Russia,European Russia,Europe,Arctic Ocean,5.3790193,14.610973825,4.3832921475,6.0,0.8766584295,0.87665838,8.94006526,84.98240743070771
1022,Pechenga,69.5538864135742,31.2269439697266,Russia,European Russia,Europe,Arctic Ocean,7.4709125,23.502286816666665,7.050686044999999,11.0,2.585251549833333,0.42022562,22.91349642,73.85966116616774
1023,Titovka,69.5500030517578,31.9200000762939,Russia,European Russia,Europe,Arctic Ocean,3.6447837,14.3136923,4.29410769,66.0,9.447036918,0,59.31775137,52.32482936614263
1024,Zapadnaya Litsa,69.4166641235352,32.2566680908203,Russia,European Russia,Europe,Arctic Ocean,5.5045004,21.23380305,6.3701409149999995,46.0,9.767549403,0,67.82070468999999,57.862265729595016
1025,Teriberka,69.1641693115234,35.1408348083496,Russia,European Russia,Europe,Arctic Ocean,9.944314,32.865386799999996,9.859616039999999,38.0,12.488846983999998,0.084697723,89.42774512299998,59.67173833686017
1026,Olenka,69.0274963378906,36.4275016784668,Russia,European Russia,Europe,Arctic Ocean,2.3471429,10.14275305,3.042825915,36.0,3.6513910979999995,0,26.50415481,60.48871534768693
1027,Kharlovka,68.7852783203125,37.3266677856445,Russia,European Russia,Europe,Arctic Ocean,7.0533333,32.42968348333333,9.728905044999998,71.0,23.02507527316666,0,136.201643928,49.294679211005274
1028,Vostochnaya Litsa,68.6277770996094,37.7750015258789,Russia,European Russia,Europe,Arctic Ocean,7.2265215,29.905319333333328,8.971595799999998,82.0,24.522361853333326,0,151.4825646,51.477696665193285
1029,Chapoma,66.1036148071289,38.864444732666,Russia,European Russia,Europe,Arctic Ocean,1.6438621,12.393265575,3.7179796724999994,100.0,12.393265575,0,50.87209789999999,34.20681551614911
1030,Strelna,66.0729141235352,38.6670837402344,Russia,European Russia,Europe,Arctic Ocean,5.5495348,31.326985258333334,9.3980955775,58.0,18.16965144983333,0,102.156712,46.853179087325984
1031,Chavanga,66.1141662597656,37.7597236633301,Russia,European Russia,Europe,Arctic Ocean,5.0469999,14.5281574,4.3584472199999995,36.0,5.230136664,0.68855238,38.60466638,61.50997073958423
1032,Kuzreka,66.6111145019531,34.8083343505859,Russia,European Russia,Europe,Arctic Ocean,1.5942757,10.105782441666666,3.0317347324999995,100.0,10.105782441666666,0,44.0132556,36.29378844410492
1033,Kolvitsa,67.0891647338867,32.9858322143555,Russia,European Russia,Europe,Arctic Ocean,8.2641268,14.707471475,4.4122414425,10.0,1.4707471475,1.4707472,17.6489664,100.00000356961426
1034,Psezuapse,43.9041666666667,39.3375,Russia,European Russia,Europe,Mediterranean Region,24.370998,14.006091841666667,4.2018275525,7.0,0.9804264289166668,0.98042643,9.469582669999998,80.48863901380409
1035,Shakhe,43.7875,39.4666666666666,Russia,European Russia,Europe,Mediterranean Region,37.145302,29.372033666666667,8.8116101,12.0,3.52464404,3.5246439,42.295726800000004,99.9999960279677
1036,Sochi,43.5875,39.7166666666666,Russia,European Russia,Europe,Mediterranean Region,22.0163,15.604374758333334,4.6813124275,12.0,1.872524971,1.8725249,22.470298799999995,99.99999620832824
1037,Rio Myakka,26.9153944444444,-82.1653,United States,Northern America,North America,North Atlantic Ocean,2.1408343,4.358554258333333,1.3075662774999999,8.0,0.34868434066666665,0.34868434,3.6871286000000003,88.12002170192098
1038,Rio Withlacoochee,28.9975972222222,-82.7500388888889,United States,Northern America,North America,North Atlantic Ocean,28.831348,28.916549083333337,8.674964725,57.0,16.4824329775,16.48243,197.78915999999995,99.99998193531253
1039,Rio Aucilla,30.0880638888889,-83.9917194444444,United States,Northern America,North America,North Atlantic Ocean,32.905693,26.865835333333337,8.059750600000001,42.0,11.283650840000002,11.283651,135.40381200000004,100.0000014179808
1040,Rio St. Marks,30.088475,-84.1930083333333,United States,Northern America,North America,North Atlantic Ocean,17.571224,19.321837749999997,5.7965513249999985,46.0,8.888045364999998,8.8880444,106.6565328,99.9999891427197
1041,Rio Ochlockonee,29.9779222222222,-84.4391277777778,United States,Northern America,North America,North Atlantic Ocean,63.877392,54.01390891666666,16.204172674999995,20.0,10.802781783333332,10.802782,129.63338400000004,100.00000200565626
1042,Rio Choctawhatchee,30.4051222222222,-86.1210027777778,United States,Northern America,North America,North Atlantic Ocean,256.3418,197.1723841666667,59.15171525,31.0,61.123439091666675,61.123447,733.4813639999998,100.000012938299
1043,Rio Perdido,30.4511138888889,-87.398275,United States,Northern America,North America,North Atlantic Ocean,26.212578,21.857406666666666,6.557221999999999,36.0,7.8686663999999995,7.8686662,94.42399440000003,99.99999745827326
1044,Rio Blackwater,30.5759722222222,-87.0045138888889,United States,Northern America,North America,North Atlantic Ocean,12.777312,9.933585825,2.9800757475,30.0,2.9800757475,2.9800761,35.76091319999999,100.00001182855836
1045,Rio Amite,30.2941222222222,-90.56495,United States,Northern America,North America,North Atlantic Ocean,89.853455,64.43052275000001,19.329156825000002,21.0,13.530409777500001,13.530411,162.364932,100.00000903520305
1046,Rio Tangipahoa,30.3371611111111,-90.2763333333333,United States,Northern America,North America,North Atlantic Ocean,45.684807,32.81379583333334,9.84413875,22.0,7.219035083333334,7.2190351,86.6284212,100.00000023087112
1047,Rio San Bernard,28.8597555555556,-95.4386027777778,United States,Northern America,North America,North Atlantic Ocean,16.863234,15.336732383333334,4.6010197150000005,21.0,3.2207138005,3.2207136,38.6485632,99.99999377467194
1048,Rio Soto La Marina,23.7695305555556,-97.7478166666667,Mexico,Central America,North America,North Atlantic Ocean,0.51345456,4.742397723333333,1.4227193169999999,100.0,4.742397723333333,0,26.4731866,46.51863913646433
1049,Rio Actopan,19.4174527777778,-96.321825,Mexico,Central America,North America,North Atlantic Ocean,4.8579693,18.164465816666667,5.449339745,100.0,18.164465816666667,0,96.25273543000002,44.15798056925886
1050,Rio Jamapa,19.0987222222222,-96.1088861111111,Mexico,Central America,North America,North Atlantic Ocean,8.5959997,17.933562575,5.3800687725,2.0,0.3586712515,0.35867122,4.304054640000001,99.99999121758442
1051,Rio Chagres,9.31666666666667,-80.0,Panama,Central America,North America,North Atlantic Ocean,22.982,30.89629641666667,9.268888925,2.0,0.6179259283333334,0.617926,7.415111999999998,100.00001159793806
1052,Rio Manzanares,10.4709166666667,-64.1927916666667,Venezuela,South America,South America,North Atlantic Ocean,10.599182,9.528835745454547,2.858650723636364,22.0,2.0963438640000005,2.0963438,18.4393724,73.2997287827903
1053,Rio Neveri,10.1709472222222,-64.7083972222222,Venezuela,South America,South America,North Atlantic Ocean,18,32.99999995833333,9.8999999875,14.0,4.619999994166667,4.6199999,40.49333297999999,73.03992249481949
1054,Rio Nazaito,17.9910527777778,-71.1606194444445,Dominican Republic,Caribbean,North America,North Atlantic Ocean,2.25,3.3558201416666673,1.0067460425,22.0,0.7382804311666669,0.73828048,8.859365760000001,100.0000066144694
1055,Rio Zaza,21.610925,-79.5331472222222,Cuba,Caribbean,North America,North Atlantic Ocean,2.0213332,11.867805516666666,3.5603416549999998,80.0,9.494244413333332,0,59.50120630000001,52.22568160737373
1056,Rio Cuyaguanteje,22.087,-83.973,Cuba,Caribbean,North America,North Atlantic Ocean,2.6343334,16.399944366666666,4.91998331,100.0,16.399944366666666,0,117.13417680000002,59.51960068742592
1057,Rio Sinú,9.42701666666667,-75.9292333333333,Colombia,South America,South America,North Atlantic Ocean,180.87062,391.02730500000007,117.30819150000002,16.0,62.56436880000001,62.564377,750.7725240000001,100.0000131065016
1058,Rio Buritaca,11.2636,-73.7685416666667,Colombia,South America,South America,North Atlantic Ocean,41.664742,46.52284799999999,13.956854399999996,36.0,16.748225279999996,16.748224,200.97868799999995,99.99999235739921
1059,Rio Palomino,11.2576666666667,-73.566575,Colombia,South America,South America,North Atlantic Ocean,15.679277,25.09889108333333,7.529667324999999,17.0,4.2668114841666664,4.2668114,51.20173680000001,99.99999802741073
1060,Rio León,7.94254444444445,-76.7566805555556,Colombia,South America,South America,North Atlantic Ocean,35.422634,76.00359775,22.801079325,76.0,57.76273429,12.621555,487.7098829999999,70.36109136723483
1061,Rio Turbo,8.11985833333333,-76.7609527777778,Colombia,South America,South America,North Atlantic Ocean,2.1194401,3.6010398,1.08031194,13.0,0.46813517400000004,0.46813509,5.617621079999999,99.9999820564647
1062,Rio Mulatos,8.64713888888889,-76.7340833333333,Colombia,South America,South America,North Atlantic Ocean,18.992455,13.510783683333335,4.053235105000001,9.0,1.2159705315,1.2159705,12.427278830000002,85.16707784761533
1063,Rio Piedras,11.2966083333333,-73.89305,Colombia,South America,South America,North Atlantic Ocean,4.0563984,4.5793103083333335,1.3737930925,20.0,0.9158620616666667,0.91586208,10.99034496,100.00000200175703
1064,Rio Guachaca,11.2641611111111,-73.821225,Colombia,South America,South America,North Atlantic Ocean,11.481467,15.863248716666668,4.7589746150000005,24.0,3.807179692,3.8071799,45.68615880000001,100.00000546336179
1065,Rio Don Diego,11.2582305555556,-73.7047222222222,Colombia,South America,South America,North Atlantic Ocean,23.177389,37.45514333333333,11.236543,14.0,5.243720066666667,5.2437205,62.92464600000002,100.00000826385332
1066,Rio Tapia,11.3303,-73.2173,Colombia,South America,South America,North Atlantic Ocean,4.5500002,8.246050083333333,2.473815025,7.0,0.5772235058333334,0.57722348,6.926681759999998,99.99999552455276
1067,Rio Mendihuaca,11.2746805555556,-73.8591166666667,Colombia,South America,South America,North Atlantic Ocean,11.481467,15.863248716666668,4.7589746150000005,24.0,3.807179692,3.8071799,45.68615880000001,100.00000546336179
1068,Milk River,17.8413194444444,-77.369525,Jamaica,Caribbean,North America,North Atlantic Ocean,0.94137502,1.4503640741666668,0.43510922225000004,21.0,0.304576455575,0.30457646,3.6549175199999993,100.00000145283717
1069,Black River,18.0220305555556,-77.8468138888889,Jamaica,Caribbean,North America,North Atlantic Ocean,12.413344,20.16370175,6.049110525000001,20.0,4.03274035,4.0327406,48.39288719999999,100.00000619925851
1070,Rio Martha Brae,18.4830861111111,-77.6390777777778,Jamaica,Caribbean,North America,North Atlantic Ocean,8.3020306,13.49380995,4.048142984999999,13.0,1.7541952935,1.7541952,21.050342400000005,99.99999466992074
1071,Rio Grande de Patillas,17.9796333333333,-66.0131333333333,Puerto Rico (US),Caribbean,North America,North Atlantic Ocean,1.5953091,2.817883083333333,0.8453649249999998,12.0,0.3381459699999999,0.338146,4.057752,100.00000887190821
1072,Rio Guanajibo,18.1681611111111,-67.1805861111111,Puerto Rico (US),Caribbean,North America,North Atlantic Ocean,1.8559574,5.445401666666666,1.6336205,24.0,1.3068963999999998,0.22233689,11.44463227,72.9758958577997
1073,Rio Cibuco,18.4860888888889,-66.3778527777778,Puerto Rico (US),Caribbean,North America,North Atlantic Ocean,3.5555418,4.1625293916666655,1.2487588174999995,27.0,1.1238829357499998,1.123883,13.486595999999997,100.00000571678757
